Year,Team,Conf,Seed,Wins,Won_ConfT,Round_32,Sweet_16,Elite_8,Final_4,Champ_Game,Won_Natty,AdjO,AdjD,AdjEM,BARTHAG,EFG%,EFG%D,FT%,FTR,FT_Off_Impact,FT_Off_Eff,FTRD,FT_Def_Impact,FT_Def_Eff,FT_Net_Impact,FT_Net_Eff,TOV%,TOV%D,TOV%_Diff,OREB%,DREB%,2PT%,2PTR,2pt_Off_Impact,2pt_Off_Eff,2PT%D,2PTRD,2pt_Def_Impact,2pt_Def_Eff,2pt_Net_Impact,2pt_Net_Eff,3PT%,3PTR,3pt_Off_Impact,3pt_Off_Eff,3PT%D,3PTRD,3pt_Def_Impact,3pt_Def_Eff,3pt_Net_Impact,3pt_Net_Eff,AST%,Height,Experience,Talent,AdjT,W,Elite_SOS,Norm_Elite_SOS,WAB
2011,Marquette,BE,11,2,0,1,1,0,0,0,0,115.623,97.4927,18.1301,0.877,0.514,0.5,0.691,0.447,17.01,16.82,0.292,11.08,10.95,5.93,5.86,0.175,0.205,0.03,0.362,0.671,0.509,0.737,20.66,20.43,0.476,0.653,16.50,16.31,4.16,4.12,0.352,0.263,5.10,5.04,0.363,0.347,6.68,6.61,-1.59,-1.57,0.594,79.217,1.908,24.152,66.7571,20,33.868,0.696,0.8
2011,Memphis,CUSA,12,0,0,0,0,0,0,0,0,103.673,96.7112,6.96184,0.699,0.503,0.467,0.679,0.395,14.22,13.82,0.385,14.71,14.30,-0.49,-0.47,0.219,0.213,-0.006,0.354,0.647,0.51,0.675,18.25,17.74,0.453,0.689,16.68,16.21,1.58,1.53,0.327,0.325,5.63,5.48,0.332,0.311,5.52,5.36,0.12,0.11,0.573,79.896,0.765,62.75,67.8874,25,19.129,0.340,0
2011,Michigan,B10,8,1,0,1,0,0,0,0,0,110.77,95.3533,15.4164,0.855,0.519,0.489,0.7,0.279,10.13,10.79,0.297,10.71,11.41,-0.58,-0.62,0.163,0.186,0.023,0.25,0.706,0.509,0.568,14.99,15.97,0.489,0.627,15.46,16.47,-0.47,-0.50,0.354,0.432,7.93,8.45,0.327,0.373,6.15,6.55,1.78,1.90,0.57,79.049,0.899,58.01,61.959,19,36.499,0.759,1.9
2011,Michigan St.,B10,10,0,0,0,0,0,0,0,0,108.503,93.7079,14.7956,0.842,0.486,0.478,0.697,0.367,13.30,13.51,0.373,14.25,14.47,-0.95,-0.96,0.2,0.178,-0.022,0.346,0.715,0.469,0.672,16.39,16.64,0.447,0.685,16.36,16.61,0.03,0.03,0.348,0.328,5.94,6.03,0.363,0.315,6.11,6.20,-0.17,-0.18,0.625,80.249,1.94,83.395,65.0151,18,40.022,0.844,2.3
2011,Missouri,B12,11,0,0,0,0,0,0,0,0,112.932,96.3729,16.559,0.864,0.517,0.491,0.736,0.347,15.08,13.97,0.407,15.58,14.44,-0.51,-0.47,0.171,0.248,0.077,0.332,0.633,0.505,0.689,20.54,19.04,0.481,0.705,18.16,16.83,2.38,2.21,0.364,0.311,6.68,6.19,0.343,0.295,5.42,5.02,1.26,1.17,0.563,80.315,1.692,54.624,71.2086,22,27.072,0.532,1.4
2011,Morehead St.,OVC,13,1,0,1,0,0,0,0,0,105.208,98.4152,6.79253,0.636,0.511,0.493,0.674,0.413,13.61,14.07,0.385,13.55,14.01,0.06,0.07,0.234,0.229,-0.005,0.413,0.721,0.505,0.67,16.55,17.11,0.457,0.624,14.04,14.51,2.51,2.59,0.349,0.33,5.63,5.82,0.369,0.376,6.83,7.06,-1.20,-1.24,0.508,78.256,2.319,6.997,63.8399,21,13.533,0.205,-3.6
2011,North Carolina,ACC,2,3,0,1,1,1,0,0,0,110.652,89.1087,21.5431,0.92,0.492,0.461,0.663,0.379,14.42,13.48,0.248,10.06,9.41,4.36,4.07,0.187,0.196,0.009,0.372,0.702,0.489,0.747,20.96,19.60,0.445,0.652,16.47,15.40,4.50,4.20,0.333,0.253,4.84,4.52,0.327,0.348,6.46,6.04,-1.62,-1.52,0.549,82.248,1.088,91.173,70.5943,26,33.486,0.687,7.4
2011,Northern Colorado,BSky,15,0,0,0,0,0,0,0,0,106.011,101.426,4.58447,0.602,0.502,0.488,0.772,0.444,17.99,17.69,0.446,17.02,16.73,0.98,0.96,0.218,0.205,-0.013,0.358,0.714,0.454,0.607,14.46,14.22,0.461,0.582,14.32,14.08,0.15,0.15,0.384,0.393,7.92,7.79,0.35,0.418,7.81,7.68,0.11,0.11,0.515,79.069,2.08,7.93,67.118,19,13.609,0.207,-4.6
2011,Notre Dame,BE,2,1,0,1,0,0,0,0,0,121.279,96.6246,24.6542,0.938,0.541,0.467,0.725,0.454,17.44,18.16,0.255,9.72,10.12,7.72,8.04,0.164,0.159,-0.005,0.338,0.701,0.512,0.616,16.71,17.40,0.437,0.67,15.61,16.25,1.10,1.15,0.392,0.384,7.98,8.31,0.35,0.33,6.16,6.41,1.82,1.89,0.666,80.127,2.26,57.624,63.3777,26,33.256,0.681,7.8
2011,Oakland,Sum,13,0,0,0,0,0,0,0,0,117.282,104.345,12.9371,0.789,0.561,0.494,0.718,0.4,16.70,15.39,0.308,13.15,12.12,3.55,3.27,0.188,0.166,-0.022,0.363,0.683,0.558,0.649,21.06,19.41,0.475,0.709,20.11,18.54,0.94,0.87,0.377,0.351,7.69,7.09,0.361,0.291,6.27,5.78,1.42,1.31,0.539,81.774,2.039,12.834,71.6088,24,21.674,0.401,0.3
2011,Ohio St.,B10,1,2,1,1,1,0,0,0,0,123.643,91.4115,32.232,0.974,0.56,0.484,0.705,0.378,14.45,14.81,0.209,7.38,7.56,7.07,7.24,0.158,0.233,0.075,0.353,0.719,0.532,0.678,19.56,20.04,0.471,0.652,15.17,15.55,4.39,4.50,0.413,0.322,7.21,7.39,0.339,0.348,5.83,5.97,1.38,1.42,0.569,79.585,1.575,91.348,64.4098,32,31.137,0.630,12
2011,Old Dominion,CAA,9,0,0,0,0,0,0,0,0,109.126,94.8747,14.251,0.809,0.487,0.473,0.664,0.37,11.89,12.91,0.277,9.78,10.61,2.11,2.29,0.204,0.188,-0.016,0.453,0.726,0.484,0.726,17.01,18.46,0.425,0.626,13.14,14.26,3.87,4.20,0.329,0.274,4.36,4.74,0.37,0.374,6.83,7.42,-2.47,-2.68,0.606,80.595,2.539,6.944,60.8228,27,17.783,0.307,2.3
2011,Penn St.,B10,10,0,0,0,0,0,0,0,0,111.847,97.4264,14.4209,0.833,0.499,0.506,0.725,0.318,11.36,12.52,0.291,10.20,11.25,1.16,1.28,0.177,0.181,0.004,0.323,0.698,0.496,0.635,15.52,17.11,0.479,0.631,14.82,16.34,0.70,0.77,0.336,0.365,6.04,6.66,0.367,0.369,6.64,7.32,-0.60,-0.66,0.541,80.704,2.234,45.528,59.8734,19,37.339,0.780,1.7
2011,Pittsburgh,BE,1,1,0,1,0,0,0,0,0,119.627,92.2012,27.4261,0.948,0.528,0.451,0.672,0.433,14.80,15.69,0.324,11.86,12.57,2.95,3.12,0.183,0.178,-0.005,0.428,0.709,0.506,0.726,18.69,19.81,0.433,0.676,14.98,15.88,3.71,3.93,0.390,0.274,5.44,5.76,0.326,0.324,5.41,5.73,0.03,0.03,0.666,80.327,2,80.027,62.2651,27,29.684,0.595,7.6
2011,Princeton,Ivy,13,0,0,0,0,0,0,0,0,106.219,97.4016,8.81724,0.715,0.521,0.468,0.734,0.374,14.10,14.69,0.357,13.20,13.75,0.91,0.95,0.189,0.184,-0.005,0.312,0.73,0.503,0.689,17.81,18.55,0.458,0.73,17.28,18.01,0.52,0.54,0.373,0.311,5.96,6.21,0.33,0.27,4.61,4.80,1.35,1.41,0.544,80.836,1.836,12.151,63.3505,24,13.655,0.208,-0.3
2011,Purdue,B10,3,1,0,1,0,0,0,0,0,115.013,89.4016,25.6115,0.938,0.508,0.458,0.712,0.351,14.00,13.92,0.314,11.67,11.60,2.33,2.32,0.156,0.217,0.061,0.32,0.7,0.487,0.67,18.29,18.18,0.445,0.726,16.80,16.70,1.49,1.48,0.367,0.33,6.79,6.75,0.328,0.274,4.67,4.64,2.11,2.10,0.616,79.791,1.788,77.588,66.3974,25,34.119,0.702,7.2
2011,Richmond,A10,12,2,0,1,1,0,0,0,0,111.003,95.4298,15.5729,0.835,0.536,0.446,0.691,0.334,12.16,12.70,0.292,10.58,11.05,1.58,1.65,0.166,0.198,0.032,0.282,0.671,0.5,0.635,16.72,17.48,0.444,0.7,15.74,16.45,0.98,1.03,0.400,0.365,7.69,8.04,0.301,0.3,4.57,4.78,3.12,3.26,0.6,81.194,2.275,19.193,63.1619,27,18.354,0.321,1.8
2011,Saint Peter's,MAAC,14,0,0,0,0,0,0,0,0,95.0018,91.7599,3.24183,0.565,0.459,0.422,0.643,0.398,12.75,13.02,0.424,15.36,15.69,-2.61,-2.66,0.229,0.216,-0.013,0.325,0.659,0.43,0.68,14.57,14.88,0.406,0.685,14.09,14.39,0.48,0.49,0.348,0.32,5.55,5.67,0.306,0.315,4.88,4.99,0.66,0.68,0.537,78.343,2.141,2.161,64.6119,20,15.033,0.241,-5.9
2011,San Diego St.,MWC,2,2,0,1,1,0,0,0,0,113.834,88.2242,25.6096,0.928,0.508,0.439,0.7,0.327,11.92,12.51,0.289,10.41,10.92,1.51,1.58,0.172,0.199,0.027,0.376,0.7,0.511,0.698,18.57,19.49,0.432,0.703,15.30,16.06,3.27,3.44,0.336,0.302,5.28,5.55,0.305,0.297,4.56,4.79,0.72,0.76,0.507,80.161,2.076,41.701,62.8786,30,24.555,0.471,8.7
2011,St. John's,BE,6,0,0,0,0,0,0,0,0,110.496,93.6698,16.8263,0.875,0.494,0.505,0.711,0.448,17.18,17.09,0.399,14.37,14.29,2.82,2.80,0.187,0.241,0.054,0.331,0.671,0.494,0.76,20.25,20.15,0.474,0.597,14.25,14.18,6.00,5.97,0.330,0.24,4.27,4.25,0.366,0.403,7.43,7.39,-3.16,-3.14,0.523,79.556,2.668,38.382,66.3588,21,34.3,0.706,3.2
2011,Syracuse,BE,3,1,0,1,0,0,0,0,0,114.248,91.6187,22.6298,0.919,0.528,0.452,0.66,0.356,12.48,12.67,0.294,10.84,11.00,1.64,1.67,0.183,0.207,0.024,0.37,0.665,0.525,0.686,19.14,19.42,0.445,0.61,14.00,14.21,5.14,5.21,0.357,0.314,5.96,6.04,0.308,0.39,6.20,6.29,-0.24,-0.24,0.601,81.26,1.394,80.006,65.0381,25,31.253,0.633,6.2
2011,Temple,A10,7,1,0,1,0,0,0,0,0,109.724,92.7362,16.988,0.859,0.501,0.46,0.694,0.345,12.98,13.23,0.273,10.12,10.31,2.87,2.92,0.163,0.2,0.037,0.321,0.715,0.489,0.699,18.53,18.88,0.434,0.724,16.28,16.59,2.25,2.29,0.354,0.301,5.78,5.89,0.351,0.276,5.02,5.12,0.76,0.77,0.596,80.093,1.787,27.287,64.7767,25,20.89,0.382,2.1
2011,Tennessee,SEC,9,0,0,0,0,0,0,0,0,107.96,94.5968,13.3636,0.85,0.478,0.475,0.683,0.397,14.49,14.41,0.388,14.58,14.50,-0.10,-0.10,0.195,0.208,0.013,0.382,0.679,0.488,0.702,18.30,18.20,0.463,0.633,15.41,15.32,2.90,2.88,0.304,0.298,4.84,4.81,0.332,0.367,6.41,6.37,-1.56,-1.56,0.527,80.518,1.883,44.927,66.3754,19,29.673,0.595,-1.1
2011,Texas,B12,4,1,0,1,0,0,0,0,0,114.882,88.1564,26.7252,0.952,0.503,0.42,0.645,0.432,15.18,15.21,0.311,11.86,11.89,3.31,3.32,0.173,0.19,0.017,0.382,0.697,0.481,0.74,19.39,19.43,0.415,0.744,16.47,16.51,2.92,2.92,0.377,0.26,5.34,5.35,0.29,0.256,3.96,3.97,1.38,1.38,0.509,79.893,1.47,87.745,65.8605,27,27.862,0.551,5.4
2011,Texas A&M,B12,7,0,0,0,0,0,0,0,0,109.943,94.5593,15.3838,0.818,0.496,0.465,0.704,0.476,16.40,17.63,0.367,12.78,13.73,3.62,3.89,0.203,0.207,0.004,0.379,0.703,0.491,0.693,16.66,17.90,0.459,0.67,14.98,16.10,1.68,1.80,0.337,0.307,5.06,5.44,0.318,0.33,5.11,5.49,-0.05,-0.05,0.583,79.8,1.859,69.642,61.4192,23,25.412,0.492,2.4
2011,UAB,CUSA,12,0,0,0,0,0,0,0,0,108.63,96.1119,12.5184,0.799,0.508,0.456,0.719,0.302,10.93,11.61,0.325,11.66,12.39,-0.74,-0.78,0.19,0.192,0.002,0.338,0.691,0.509,0.598,15.32,16.27,0.452,0.702,15.93,16.92,-0.61,-0.65,0.337,0.402,6.82,7.24,0.31,0.298,4.64,4.93,2.18,2.32,0.556,80.653,1.605,32.272,62.1202,22,18.86,0.333,-0.2
2011,UC Santa Barbara,BW,15,0,0,0,0,0,0,0,0,103.503,99.4018,4.10161,0.582,0.519,0.468,0.765,0.372,14.36,14.71,0.426,15.68,16.06,-1.32,-1.36,0.217,0.201,-0.016,0.284,0.681,0.498,0.633,15.90,16.29,0.423,0.647,14.09,14.43,1.81,1.86,0.370,0.367,6.85,7.02,0.366,0.353,6.65,6.81,0.20,0.20,0.605,80.476,2.161,12.559,64.4276,16,15.425,0.251,-6.8
2011,UCLA,P10,7,1,0,1,0,0,0,0,0,107.561,93.8189,13.7419,0.827,0.504,0.459,0.683,0.428,14.93,15.03,0.33,12.70,12.79,2.23,2.24,0.221,0.179,-0.042,0.36,0.686,0.509,0.707,18.38,18.50,0.441,0.747,17.73,17.85,0.65,0.65,0.329,0.293,4.92,4.96,0.342,0.253,4.66,4.69,0.27,0.27,0.596,80.891,1.198,77.947,65.5545,22,26.572,0.520,1.4
2011,UNC Asheville,BSth,16,0,0,0,0,0,0,0,0,101.432,99.0391,2.393,0.483,0.492,0.477,0.7,0.418,15.59,15.18,0.396,14.53,14.15,1.06,1.03,0.214,0.243,0.029,0.321,0.642,0.491,0.738,19.31,18.80,0.461,0.671,15.88,15.45,3.43,3.34,0.329,0.262,4.59,4.47,0.34,0.329,5.74,5.59,-1.15,-1.12,0.555,77.966,1.789,3.853,67.7991,16,12.978,0.191,-8.1
2011,UNLV,MWC,8,0,0,0,0,0,0,0,0,110.321,91.5518,18.7696,0.898,0.51,0.454,0.69,0.392,14.72,14.51,0.399,14.51,14.31,0.21,0.20,0.187,0.24,0.053,0.335,0.681,0.516,0.7,19.66,19.38,0.438,0.667,14.86,14.65,4.79,4.73,0.331,0.3,5.40,5.33,0.324,0.333,5.49,5.41,-0.08,-0.08,0.605,80.565,1.792,60.906,66.9325,24,25.625,0.497,2.8
2011,USC,P10,11,0,0,0,0,0,0,0,0,108.303,93.9363,14.3669,0.837,0.501,0.464,0.653,0.347,11.61,12.32,0.364,13.19,14.00,-1.58,-1.68,0.176,0.185,0.009,0.302,0.719,0.485,0.683,16.97,18.01,0.447,0.688,15.59,16.54,1.39,1.47,0.357,0.317,5.80,6.15,0.333,0.312,5.27,5.59,0.53,0.57,0.499,81.509,1.87,60.319,62.1879,19,28.034,0.555,-1.6
2011,Utah St.,WAC,12,0,0,0,0,0,0,0,0,110.413,90.2135,20.1997,0.895,0.522,0.433,0.736,0.434,16.38,17.20,0.34,12.39,13.01,3.99,4.19,0.184,0.189,0.005,0.342,0.743,0.515,0.688,18.17,19.08,0.424,0.666,14.39,15.11,3.78,3.97,0.358,0.312,5.73,6.02,0.3,0.334,5.11,5.36,0.62,0.65,0.594,79.483,2.597,21.428,62.8424,29,14.937,0.239,3.7
2011,UTSA,Slnd,16,0,0,0,0,0,0,0,0,101.474,106.668,-5.19344,0.398,0.494,0.488,0.72,0.416,16.14,15.89,0.378,14.51,14.29,1.63,1.61,0.196,0.199,0.003,0.299,0.666,0.466,0.641,16.10,15.85,0.479,0.61,15.69,15.45,0.41,0.40,0.363,0.359,7.02,6.92,0.336,0.39,7.04,6.93,-0.01,-0.01,0.536,79.07,1.46,11.623,67.0401,16,8.721,0.089,-9.2
2011,Vanderbilt,SEC,5,0,0,0,0,0,0,0,0,115.206,97.7687,17.437,0.879,0.528,0.457,0.747,0.45,18.19,17.95,0.282,11.09,10.94,7.10,7.01,0.191,0.178,-0.013,0.328,0.678,0.511,0.615,17.00,16.78,0.457,0.689,17.31,17.08,-0.31,-0.30,0.370,0.385,7.71,7.61,0.306,0.311,5.23,5.16,2.48,2.44,0.536,80.559,1.54,81.31,66.882,23,26.811,0.525,1.8
2011,VCU,CAA,11,4,0,1,1,1,1,0,0,109.563,100.813,8.74997,0.711,0.509,0.504,0.719,0.37,14.48,14.49,0.34,12.43,12.43,2.05,2.05,0.175,0.225,0.05,0.316,0.636,0.488,0.592,15.72,15.73,0.492,0.709,17.84,17.84,-2.11,-2.11,0.359,0.408,7.97,7.98,0.355,0.291,5.28,5.28,2.69,2.69,0.585,80.236,2.142,50.027,65.9737,23,18.893,0.334,-2
2011,Villanova,BE,9,0,0,0,0,0,0,0,0,114.746,96.4465,18.299,0.885,0.497,0.464,0.758,0.426,17.34,17.45,0.362,13.87,13.96,3.48,3.50,0.181,0.183,0.002,0.36,0.698,0.484,0.671,17.44,17.55,0.453,0.637,15.46,15.56,1.98,2.00,0.349,0.329,6.17,6.21,0.321,0.363,6.24,6.28,-0.08,-0.08,0.566,80.74,1.918,91.766,65.5804,21,29.148,0.582,1.5
2011,Washington,P10,7,1,1,1,0,0,0,0,0,116.488,94.2736,22.2141,0.919,0.539,0.461,0.667,0.325,12.73,11.87,0.445,17.90,16.69,-5.17,-4.82,0.17,0.205,0.035,0.38,0.682,0.529,0.632,19.63,18.31,0.452,0.719,18.28,17.05,1.35,1.26,0.371,0.368,8.02,7.48,0.322,0.281,5.09,4.75,2.93,2.73,0.565,80.806,1.918,72.558,70.7555,23,26.105,0.508,1.9
2011,West Virginia,BE,5,1,0,1,0,0,0,0,0,113.313,93.145,20.1684,0.903,0.484,0.456,0.706,0.407,14.62,15.38,0.354,12.88,13.55,1.74,1.83,0.189,0.189,0,0.405,0.644,0.474,0.663,15.99,16.82,0.465,0.678,16.04,16.88,-0.05,-0.05,0.335,0.337,5.74,6.04,0.291,0.322,4.77,5.02,0.98,1.03,0.636,79.846,2.351,51.905,62.7344,20,34.766,0.717,3.1
2011,Wisconsin,B10,4,2,0,1,1,0,0,0,0,121.946,96.348,25.5977,0.942,0.52,0.483,0.824,0.28,11.45,13.28,0.314,10.63,12.33,0.82,0.95,0.128,0.168,0.04,0.342,0.73,0.495,0.595,14.61,16.95,0.451,0.713,15.22,17.66,-0.61,-0.71,0.371,0.405,7.45,8.65,0.375,0.287,5.09,5.91,2.36,2.74,0.551,80.647,1.978,66.994,56.891,23,34.801,0.718,5.9
2011,Wofford,SC,14,0,0,0,0,0,0,0,0,111.911,104.341,7.57016,0.699,0.533,0.5,0.691,0.42,15.11,15.71,0.416,15.03,15.63,0.08,0.08,0.18,0.204,0.024,0.346,0.673,0.505,0.736,19.35,20.12,0.488,0.7,17.26,17.95,2.09,2.17,0.407,0.264,5.59,5.82,0.351,0.3,5.32,5.53,0.27,0.28,0.552,78.195,2.647,8.499,63.4771,21,16.242,0.270,-4.6
2011,Xavier,A10,6,0,0,0,0,0,0,0,0,112.808,96.2683,16.5395,0.84,0.515,0.462,0.748,0.449,17.86,18.18,0.348,13.10,13.33,4.76,4.84,0.18,0.188,0.008,0.324,0.721,0.521,0.689,19.09,19.43,0.438,0.646,14.90,15.16,4.19,4.26,0.333,0.311,5.51,5.60,0.338,0.354,6.30,6.41,-0.79,-0.81,0.541,81.609,2.048,69.842,64.8622,24,21.915,0.407,2.4
2010,Arkansas Pine Bluff,SWAC,16,0,0,0,0,0,0,0,0,91.8221,99.7369,-7.91476,0.3,0.45,0.46,0.662,0.486,15.78,16.03,0.553,20.40,20.72,-4.62,-4.69,0.245,0.206,-0.039,0.358,0.734,0.45,0.743,16.40,16.66,0.444,0.693,15.87,16.12,0.53,0.54,0.302,0.257,3.81,3.87,0.331,0.307,5.24,5.33,-1.44,-1.46,0.574,79.056,2.365,0.2,64.9785,16,18.903,0.335,-8
2010,Baylor,B12,3,3,0,1,1,1,0,0,0,118.384,94.9837,23.4007,0.921,0.546,0.446,0.733,0.373,13.90,14.33,0.347,13.06,13.46,0.84,0.87,0.206,0.178,-0.028,0.383,0.67,0.531,0.675,18.22,18.78,0.415,0.661,14.44,14.88,3.78,3.90,0.386,0.325,6.38,6.57,0.338,0.339,6.03,6.22,0.35,0.36,0.504,82.395,1.704,62.004,64.0252,24,33.152,0.678,5.6
2010,Butler,Horz,5,5,0,1,1,1,1,1,0,110.745,90.7154,20.0295,0.895,0.52,0.463,0.748,0.477,18.23,19.03,0.358,12.77,13.33,5.46,5.70,0.192,0.211,0.019,0.312,0.729,0.525,0.606,16.26,16.97,0.463,0.683,15.78,16.47,0.48,0.50,0.342,0.394,6.89,7.19,0.309,0.317,4.89,5.10,2.00,2.09,0.564,79.89,1.671,31.589,63.243,28,20.638,0.376,4.5
2010,BYU,MWC,7,1,0,1,0,0,0,0,0,117.315,92.8309,24.4842,0.934,0.551,0.463,0.786,0.382,17.91,16.67,0.364,14.40,13.40,3.51,3.27,0.159,0.22,0.061,0.31,0.73,0.515,0.668,20.52,19.10,0.444,0.686,16.85,15.68,3.67,3.42,0.416,0.332,8.24,7.67,0.336,0.314,5.84,5.43,2.40,2.23,0.556,80.071,1.561,27.091,70.9239,28,21.607,0.400,4
2010,California,P10,8,1,0,1,0,0,0,0,0,119.968,97.7354,22.2322,0.919,0.534,0.483,0.757,0.352,14.76,14.51,0.34,13.23,13.01,1.52,1.50,0.175,0.189,0.014,0.352,0.693,0.523,0.698,20.21,19.88,0.484,0.69,18.18,17.88,2.04,2.00,0.373,0.302,6.24,6.13,0.321,0.31,5.42,5.33,0.82,0.81,0.518,79.977,2.356,54.719,67.121,23,28.292,0.561,1.7
2010,Clemson,ACC,7,0,0,0,0,0,0,0,0,109.94,90.3071,19.633,0.912,0.51,0.461,0.659,0.353,12.32,12.10,0.349,12.58,12.35,-0.26,-0.25,0.212,0.25,0.038,0.362,0.664,0.512,0.666,18.06,17.73,0.468,0.716,16.89,16.59,1.17,1.15,0.336,0.334,5.94,5.84,0.294,0.284,4.21,4.13,1.73,1.70,0.533,79.585,1.583,61.661,67.2015,21,30.403,0.612,1.5
2010,Cornell,Ivy,12,2,0,1,1,0,0,0,0,115.443,101.891,13.552,0.803,0.564,0.476,0.732,0.289,10.94,11.38,0.389,13.96,14.52,-3.02,-3.14,0.185,0.209,0.024,0.32,0.703,0.503,0.601,15.63,16.26,0.452,0.689,15.63,16.26,0.00,0.00,0.437,0.399,9.02,9.38,0.353,0.311,5.51,5.73,3.51,3.65,0.607,80.837,2.416,1.23,63.4422,25,16.574,0.278,1.9
2010,Duke,ACC,1,6,1,1,1,1,1,1,1,119.296,87.7467,31.5489,0.97,0.503,0.439,0.763,0.379,15.71,15.96,0.345,12.52,12.72,3.19,3.24,0.164,0.219,0.055,0.404,0.675,0.468,0.672,17.08,17.35,0.444,0.753,16.96,17.23,0.12,0.12,0.382,0.328,6.80,6.91,0.282,0.247,3.53,3.59,3.27,3.32,0.526,82.023,2.027,88.055,64.9637,29,31.735,0.644,8.4
2010,East Tennessee St.,ASun,16,0,0,0,0,0,0,0,0,100.3,97.8928,2.40771,0.532,0.48,0.481,0.662,0.4,13.79,13.77,0.393,14.08,14.06,-0.29,-0.29,0.212,0.242,0.03,0.351,0.662,0.483,0.711,17.89,17.86,0.476,0.593,14.14,14.12,3.74,3.74,0.314,0.289,4.73,4.72,0.326,0.407,6.65,6.64,-1.92,-1.92,0.444,78.298,1.558,16.46,66.1025,19,13.94,0.215,-8.1
2010,Florida,SEC,10,0,0,0,0,0,0,0,0,112.433,97.4388,14.9939,0.845,0.494,0.481,0.702,0.338,12.32,12.79,0.269,9.71,10.08,2.61,2.72,0.183,0.206,0.023,0.367,0.67,0.505,0.68,17.83,18.52,0.481,0.671,16.29,16.91,1.54,1.60,0.313,0.32,5.20,5.40,0.321,0.329,5.33,5.53,-0.13,-0.13,0.542,81.117,1.486,89.841,63.5599,21,29.304,0.586,0
2010,Florida St.,ACC,9,0,0,0,0,0,0,0,0,104.941,86.3361,18.605,0.898,0.509,0.432,0.646,0.388,12.25,12.46,0.339,12.00,12.21,0.25,0.25,0.247,0.237,-0.01,0.386,0.674,0.511,0.68,16.98,17.27,0.399,0.644,12.72,12.94,4.26,4.33,0.336,0.32,5.25,5.34,0.328,0.356,5.78,5.88,-0.53,-0.54,0.566,82.465,1.262,83.764,64.8904,22,31.177,0.631,2.8
2010,Georgetown,BE,3,0,0,0,0,0,0,0,0,116.551,92.2687,24.2828,0.922,0.556,0.467,0.712,0.372,13.66,13.84,0.33,12.32,12.49,1.34,1.36,0.208,0.198,-0.01,0.328,0.678,0.546,0.7,19.70,19.98,0.456,0.66,15.71,15.93,3.99,4.05,0.388,0.3,6.00,6.08,0.326,0.34,5.79,5.87,0.21,0.22,0.584,81.613,1.295,87.834,65.0947,23,35.728,0.741,4.3
2010,Georgia Tech,ACC,10,1,0,1,0,0,0,0,0,108.997,90.9613,18.0357,0.893,0.506,0.437,0.642,0.374,12.55,12.19,0.347,13.27,12.89,-0.72,-0.70,0.231,0.213,-0.018,0.383,0.657,0.489,0.717,18.32,17.80,0.42,0.649,14.58,14.16,3.74,3.64,0.367,0.283,5.43,5.27,0.312,0.351,5.86,5.69,-0.43,-0.42,0.523,80.907,1.267,83.706,67.9549,21,33.163,0.679,1.3
2010,Gonzaga,WCC,8,1,0,1,0,0,0,0,0,112.378,95.585,16.7934,0.875,0.544,0.464,0.666,0.493,17.93,17.64,0.339,13.28,13.07,4.64,4.57,0.186,0.183,-0.003,0.324,0.714,0.542,0.722,21.37,21.02,0.446,0.678,16.57,16.31,4.79,4.72,0.365,0.278,5.54,5.45,0.334,0.322,5.89,5.80,-0.35,-0.35,0.501,82.217,1.25,51.509,67.0743,25,22.1,0.412,2.5
2010,Houston,CUSA,13,0,0,0,0,0,0,0,0,111.84,102.537,9.30246,0.736,0.481,0.513,0.71,0.333,14.66,13.65,0.397,15.41,14.35,-0.75,-0.70,0.125,0.234,0.109,0.308,0.617,0.452,0.645,18.07,16.84,0.515,0.703,19.65,18.30,-1.57,-1.47,0.356,0.355,7.83,7.30,0.337,0.297,5.43,5.06,2.40,2.24,0.456,79.333,1.998,23.414,70.8516,18,20.266,0.367,-6.4
2010,Kansas,B12,1,1,1,1,0,0,0,0,0,119.854,87.3419,32.5121,0.97,0.551,0.43,0.701,0.424,16.15,15.99,0.312,11.87,11.75,4.28,4.24,0.185,0.202,0.017,0.382,0.683,0.523,0.696,19.77,19.58,0.4,0.681,14.49,14.35,5.29,5.23,0.409,0.304,6.75,6.69,0.33,0.319,5.60,5.54,1.16,1.14,0.6,81.169,1.425,85.29,66.6569,32,33.083,0.677,11.7
2010,Kansas St.,B12,2,3,0,1,1,1,0,0,0,115.425,90.4885,24.9367,0.946,0.506,0.469,0.665,0.521,19.22,18.25,0.473,17.96,17.05,1.26,1.19,0.202,0.236,0.034,0.41,0.668,0.492,0.678,18.50,17.57,0.456,0.702,17.00,16.14,1.50,1.43,0.357,0.322,6.38,6.05,0.331,0.298,5.24,4.97,1.14,1.08,0.557,80.729,1.717,43.295,69.501,25,35.3,0.730,6.8
2010,Kentucky,SEC,1,3,1,1,1,1,0,0,0,114.384,89.4743,24.9097,0.945,0.53,0.435,0.679,0.435,15.87,15.50,0.277,10.72,10.47,5.15,5.03,0.205,0.199,-0.006,0.408,0.68,0.538,0.701,20.27,19.79,0.414,0.661,14.82,14.47,5.45,5.32,0.341,0.299,5.48,5.35,0.317,0.339,5.82,5.68,-0.34,-0.33,0.526,81.805,0.851,90.246,67.5908,32,24.373,0.467,8.6
